1	sony	0
2	sony	1
3	sony	1
4	sony	0
5	sony	0
6	sony	0
7	sony	0
8	sony	1
9	sony	1
10	sony	1
11	sony	1
12	sony	0
13	sony	1
14	sony	0
15	sony	-1
16	sony	1
17	sony	0
18	sony	0
19	sony	1
20	sony	-1
21	sony	-1
22	sony	-1
23	sony	1
24	sony	1
25	sony	1
26	sony	0
27	sony	1
28	sony	0
29	sony	0
30	sony	1
31	sony	-2
32	sony	0
33	sony	1
34	sony	0
35	sony	0
36	sony	0
37	sony	1
38	sony	0
39	sony	0
40	sony	0
41	sony	-1
42	sony	0
43	sony	0
44	sony	-1
45	sony	1
46	sony	0
47	sony	0
48	sony	0
49	sony	0
50	sony	0
51	sony	1
52	sony	1
53	sony	1
54	sony	0
55	sony	1
56	sony	1
57	sony	1
58	sony	1
59	sony	-1
60	sony	1
61	sony	1
62	sony	1
63	sony	0
64	sony	1
65	sony	1
66	sony	1
67	sony	1
68	sony	1
69	sony	-1
70	sony	1
71	sony	1
72	sony	1
73	sony	-1
74	sony	0
75	sony	1
76	sony	1
77	sony	1
78	sony	0
79	sony	0
80	sony	1
81	sony	1
82	sony	0
83	sony	1
84	sony	1
85	sony	1
86	sony	0
87	sony	-1
88	sony	0
89	sony	1
90	sony	1
91	sony	1
92	sony	0
93	star wars	1
94	star wars	2
95	star wars	1
96	star wars	1
97	star wars	1
98	star wars	1
99	star wars	0
100	star wars	1
101	star wars	1
102	star wars	2
103	star wars	1
104	star wars	1
105	star wars	0
106	star wars	1
107	star wars	1
108	star wars	1
109	star wars	1
110	star wars	1
111	star wars	-1
112	star wars	1
113	star wars	1
114	star wars	1
115	star wars	0
116	star wars	1
117	star wars	1
118	star wars	1
119	star wars	1
120	star wars	2
121	star wars	1
122	star wars	1
123	star wars	1
124	star wars	1
125	star wars	1
126	star wars	1
127	star wars	1
128	star wars	1
129	star wars	1
130	star wars	1
131	star wars	1
132	star wars	1
133	star wars	0
134	star wars	1
135	star wars	1
136	star wars	1
137	star wars	1
138	star wars	1
139	star wars	1
140	star wars	1
141	star wars	1
142	star wars	2
143	star wars	2
144	star wars	2
145	star wars	1
146	star wars	1
147	star wars	1
148	star wars	2
149	star wars	1
150	star wars	1
151	star wars	1
152	star wars	1
153	star wars	1
154	star wars	1
155	star wars	-1
156	star wars	1
157	star wars	1
158	star wars	1
159	star wars	1
160	star wars	1
161	star wars	1
162	star wars	0
163	star wars	1
164	star wars	1
165	star wars	0
166	star wars	1
167	star wars	1
168	star wars	0
169	star wars	1
170	star wars	1
171	star wars	1
172	star wars	1
173	star wars	2
174	star wars	1
175	star wars	1
176	star wars	1
177	star wars	1
178	star wars	0
179	star wars	1
180	star wars	1
181	star wars	1
182	star wars	0
183	sting	1
184	sting	1
185	sting	1
186	sting	1
187	sting	1
188	sting	1
189	sting	2
190	sting	0
191	sting	1
192	sting	0
193	sting	1
194	sting	1
195	sting	1
196	sting	1
197	sting	1
198	sting	0
199	sting	0
200	sting	0
201	sting	1
202	sting	1
203	sting	2
204	sting	2
205	sting	1
206	sting	2
207	sting	1
208	sting	0
209	sting	1
210	sting	0
211	sting	1
212	sting	1
213	sting	1
214	sting	1
215	sting	1
216	sting	1
217	sting	-1
218	sting	0
219	sting	-1
220	sting	1
221	sting	2
222	sting	0
223	sting	1
224	sting	1
225	sting	1
226	sting	0
227	sting	0
228	sting	0
229	sting	0
230	sting	1
231	sting	1
232	sting	1
233	sting	1
234	sting	1
235	sting	1
236	sting	1
237	sting	1
238	sting	1
239	sting	1
240	sting	0
241	sting	1
242	sting	1
243	sting	1
244	sting	0
245	sting	1
246	sting	2
247	sting	1
248	sting	0
249	sting	1
250	sting	1
251	sting	1
252	sting	1
253	sting	1
254	sting	1
255	sting	1
256	sting	1
257	sting	0
258	sting	1
259	sting	1
260	sting	1
261	sting	1
262	sting	1
263	sting	1
264	sting	0
265	sting	1
266	sting	1
267	sting	1
268	sting	0
269	sting	1
270	t-mobile	1
271	t-mobile	0
272	t-mobile	0
273	t-mobile	0
274	t-mobile	1
275	t-mobile	2
276	t-mobile	0
277	t-mobile	0
278	t-mobile	1
